Concept nr.	Concept	Set	Standard Transcription	List ID	Code	Comment	Stem	Confirmed	Source	Mediator	Add	cognate
111	the rope	111 - 4	kəndir	52	Ilisu1	NA	4	NA	NA	NA	NA	NA
111	the rope	111 - 4	kəndir	101	Qax2	NA	4	NA	NA	NA	NA	NA
111	the rope	111 - 4	kəndir	102	Qax3	NA	4	NA	NA	NA	NA	NA
111	the rope	111 - 4	kəndir	106	Qax7	NA	4	NA	NA	NA	NA	NA
111	the rope	111 - 4	kəndir	108	Qax9	NA	4	NA	NA	NA	NA	NA
111	the rope	111 - 4	киндир	150	E_Avar	льняная веревка	4	NA	NA	NA	NA	NA
111	the rope	111 - 4	кендир	173	Kina5	NA	4	NA	NA	NA	NA	NA
111	the rope	111 - 4	кендир	170	Khnov2	т1юъ шерстяная	4	NA	NA	NA	NA	NA
111	the rope	111 - 8	tok'i	148	E_Georgian	NA	8	NA	NA	NA	NA	NA
111	the rope	111 - 10	аркъан	152	E_Kumyk	NA	10	NA	NA	NA	NA	NA
111	the rope	111 - 12	батIаргьин	150	E_Avar	канат	12	NA	NA	NA	NA	NA
111	the rope	111 - 13	бацIали	18	D_Hinuq	NA	13	NA	NA	NA	NA	NA
111	the rope	111 - 14	веревка	22	E_Russian	NA	14	NA	NA	NA	NA	NA
111	the rope	111 - 15	ччеI	10	D_Agul	NA	15	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	13	E_Azerbaijani	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	еб	21	D_Lezgian	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	26	Darvag1	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	27	Darvag2	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	28	Darvag3	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	29	Darvag4	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	29	Darvag4	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	31	Darvag5	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	32	Darvag6	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	133	Yersi1	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	134	Yersi2	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	ip	135	Yersi3	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	йип	152	E_Kumyk	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	еб	165	Fiy1	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	еб	166	Fiy2	тонкая где вешают после стирки	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	еб	167	Gdym1	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 19	еб	168	Gdym2	NA	19	NA	NA	NA	NA	NA
111	the rope	111 - 20	кару	19	D_Karata	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	53	Karata1	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	55	Karata3	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	56	Karata4	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	126	Tukita1	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	квар	142	Tlibisho1	NA	20	NA	NA	NA	NA	NA
111	the rope	111 - 20	квар	143	Tlibisho2	NA	20	NA	NA	NA	NA	NA
111	the rope	111 - 20	квар	144	Tlibisho3	NA	20	NA	NA	NA	NA	NA
111	the rope	111 - 20	квар	145	Tlibisho4	NA	20	NA	NA	NA	NA	NA
111	the rope	111 - 20	квар	146	D_Bagvalal	NA	20	NA	NA	NA	NA	NA
111	the rope	111 - 20	квар	150	E_Avar	канат	20	NA	NA	NA	NA	NA
111	the rope	111 - 20	кару	155	Anchikh2	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	157	Tukita2	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	158	Tukita3	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	159	Tukita4	къиндир (толстая длинная), ч1оли (тонкая), кору (совсем тонкая)	20	NA	NA	NA	NA	yes
111	the rope	111 - 20	кару	160	Tukita5	NA	20	NA	NA	NA	NA	yes
111	the rope	111 - 21	мурш	9	D_Botlikh	толстая	21	NA	NA	NA	NA	NA
111	the rope	111 - 21	муш	151	E_Chechen	NA	21	NA	NA	NA	NA	NA
111	the rope	111 - 22	роч	18	D_Hinuq	NA	22	NA	NA	NA	NA	NA
111	the rope	111 - 22	роч	25	D_Tsez	NA	22	NA	NA	NA	NA	NA
111	the rope	111 - 23	рухьен	150	E_Avar	шерстяная веревка	23	NA	NA	NA	NA	NA
111	the rope	111 - 26	тIурин	24	D_Tabasaran	NA	26	NA	NA	NA	NA	NA
111	the rope	111 - 28	тIиган	18	D_Hinuq	NA	28	NA	NA	NA	NA	NA
111	the rope	111 - 30	ухур	23	D_Rutul	NA	30	NA	NA	NA	NA	NA
111	the rope	111 - 30	ухур	48	Ikhrek1	NA	30	NA	NA	NA	NA	NA
111	the rope	111 - 30	ухур	49	Ikhrek2	NA	30	NA	NA	NA	NA	NA
111	the rope	111 - 30	ухур	50	Ikhrek3	NA	30	NA	NA	NA	NA	NA
111	the rope	111 - 30	ухур	82	Kiche2	NA	30	NA	NA	NA	NA	NA
111	the rope	111 - 30	ухур	169	Khnov1	NA	30	NA	NA	NA	NA	NA
111	the rope	111 - 35	игьабу	9	D_Botlikh	для навьючивания груза	35	NA	NA	NA	NA	NA
111	the rope	111 - 35	тIил	10	D_Agul	NA	35	NA	NA	NA	NA	NA
111	the rope	111 - 35	тIил	10	D_Agul	NA	35	NA	NA	NA	NA	NA
111	the rope	111 - 35	чIелу	18	D_Hinuq	NA	35	NA	NA	NA	NA	yes
111	the rope	111 - 35	чIелу	18	D_Hinuq	NA	35	NA	NA	NA	NA	yes
111	the rope	111 - 36	нашар	9	D_Botlikh	NA	36	NA	NA	NA	NA	yes
111	the rope	111 - 40	tanāb	153	E_Persian	NA	40	NA	NA	NA	NA	NA
111	the rope	111 - 41	rismān	153	E_Persian	NA	41	NA	NA	NA	NA	NA
112	the rosary	112 - 3	k'rialosani	148	E_Georgian	NA	3	NA	NA	NA	NA	NA
112	the rosary	112 - 4	"مِسْبَحَة
"	149	E_Arabic	mis̊baḥaẗ	4	NA	NA	NA	NA	NA
112	the rosary	112 - 5	субхIенар	10	D_Agul	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	субхIенар	10	D_Agul	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	23	D_Rutul	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	48	Ikhrek1	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	50	Ikhrek3	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	51	Ikhrek4	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	81	Kiche1	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	82	Kiche2	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	суьлхьанаш	151	E_Chechen	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	зувгьанлар	152	E_Kumyk	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	172	Kina4	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	175	Kina2a	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	169	Khnov1	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	170	Khnov2	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 5	супгьаIнбыр	171	Khnov3	NA	5	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	13	E_Azerbaijani	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	21	D_Lezgian	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	26	Darvag1	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	27	Darvag2	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	28	Darvag3	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	29	Darvag4	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	29	Darvag4	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	31	Darvag5	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	32	Darvag6	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	52	Ilisu1	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	66	Khlyut1	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	67	Khlyut2	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	68	Khlyut3	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	69	Khlyut4	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	70	Khlyut5	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	101	Qax2	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	102	Qax3	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	təsbeh	106	Qax7	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	тасбигьлер	152	E_Kumyk	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	165	Fiy1	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 6	ТЕСПЯГЬ	166	Fiy2	NA	6	NA	NA	NA	NA	NA
112	the rosary	112 - 7	агъвебе	18	D_Hinuq	NA	7	NA	NA	NA	NA	NA
112	the rosary	112 - 10	ссалатол	16	D_Gagatli	NA	10	NA	NA	NA	NA	NA
112	the rosary	112 - 10	ссалатол	111	Rikvani1	NA	10	NA	NA	NA	NA	NA
112	the rosary	112 - 10	ссалатол	137	Zilo1	NA	10	NA	NA	NA	NA	NA
112	the rosary	112 - 10	ссалатол	138	Zilo2	NA	10	NA	NA	NA	NA	NA
112	the rosary	112 - 10	ссалатол	156	Kvankhidatli1	NA	10	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салават	18	D_Hinuq	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	19	D_Karata	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	САЛАВÁТ	25	D_Tsez	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	53	Karata1	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	55	Karata3	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	56	Karata4	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	САЛАВÁТ	83	Kidero1	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	САЛАВÁТ	84	Kidero2	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	САЛАВÁТ	85	Kidero3	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	126	Tukita1	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	CCАЛŌТ	142	Tlibisho1	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	CCАЛŌТ	143	Tlibisho2	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	CCАЛŌТ	144	Tlibisho3	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	CCАЛŌТ	145	Tlibisho4	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	CCАЛŌТ	146	D_Bagvalal	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	154	Anchikh1	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	155	Anchikh2	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	157	Tukita2	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	158	Tukita3	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 11	салатабди	160	Tukita5	NA	11	NA	NA	NA	NA	NA
112	the rosary	112 - 12	ссаламатабалъи	9	D_Botlikh	NA	12	NA	NA	NA	NA	NA
112	the rosary	112 - 15	чIумал	150	E_Avar	NA	15	NA	NA	NA	NA	NA
112	the rosary	112 - 16	четки	22	E_Russian	NA	16	NA	NA	NA	NA	NA
112	the rosary	112 - 18	golestān	153	E_Persian	NA	18	NA	NA	NA	NA	NA
112	the rosary	112 - 19	psk'vnili	148	E_Georgian	NA	19	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	13	E_Azerbaijani	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	26	Darvag1	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	27	Darvag2	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	28	Darvag3	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	29	Darvag4	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	31	Darvag5	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	32	Darvag6	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	52	Ilisu1	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	101	Qax2	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	102	Qax3	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	106	Qax7	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	108	Qax9	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	133	Yersi1	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 2	pas	134	Yersi2	NA	2	NA	NA	NA	NA	NA
113	the rust	113 - 3	"صَدَأ
"	149	E_Arabic	ṣadā̉	3	NA	NA	NA	NA	NA
113	the rust	113 - 4	zhangi	1	Alibeglo1	NA	4	NA	NA	NA	NA	NA
113	the rust	113 - 4	zhangi	96	Meshabash1	NA	4	NA	NA	NA	NA	NA
113	the rust	113 - 4	zhangi	103	Qax4	NA	4	NA	NA	NA	NA	NA
113	the rust	113 - 4	zhangi	104	Qax5	NA	4	NA	NA	NA	NA	NA
113	the rust	113 - 4	zhangi	105	Qax6	NA	4	NA	NA	NA	NA	NA
113	the rust	113 - 4	zhangi	148	E_Georgian	NA	4	NA	NA	NA	NA	NA
113	the rust	113 - 4	zang	153	E_Persian	NA	4	NA	NA	NA	NA	NA
113	the rust	113 - 5	гандриж	24	D_Tabasaran	NA	5	NA	NA	NA	NA	NA
113	the rust	113 - 7	кьаму	9	D_Botlikh	NA	7	NA	NA	NA	NA	NA
113	the rust	113 - 7	кьав	16	D_Gagatli	NA	7	NA	NA	NA	NA	NA
113	the rust	113 - 7	кьав	137	Zilo1	NA	7	NA	NA	NA	NA	NA
113	the rust	113 - 7	кьав	138	Zilo2	NA	7	NA	NA	NA	NA	NA
113	the rust	113 - 7	кьавý	150	E_Avar	NA	7	NA	NA	NA	NA	NA
113	the rust	113 - 13	мекха	151	E_Chechen	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	мехъв	10	D_Agul	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	21	D_Lezgian	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	мюркъ	24	D_Tabasaran	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	66	Khlyut1	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	67	Khlyut2	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	69	Khlyut4	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	70	Khlyut5	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	165	Fiy1	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	166	Fiy2	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 13	МУЬРХЪ	167	Gdym1	NA	13	NA	NA	NA	NA	NA
113	the rust	113 - 15	ржавчина	22	E_Russian	NA	15	NA	NA	NA	NA	NA
113	the rust	113 - 16	хешла	18	D_Hinuq	NA	16	NA	NA	NA	NA	yes
113	the rust	113 - 16	хешла	18	D_Hinuq	NA	16	NA	NA	NA	NA	yes
113	the rust	113 - 16	хIашри	25	D_Tsez	NA	16	NA	NA	NA	NA	yes
113	the rust	113 - 16	хIашри	83	Kidero1	NA	16	NA	NA	NA	NA	yes
113	the rust	113 - 16	хIашри	84	Kidero2	NA	16	NA	NA	NA	NA	yes
113	the rust	113 - 16	хIашри	85	Kidero3	NA	16	NA	NA	NA	NA	yes
113	the rust	113 - 19	кьваНй	142	Tlibisho1	NA	19	NA	NA	NA	NA	yes
113	the rust	113 - 19	кьваНй	144	Tlibisho3	NA	19	NA	NA	NA	NA	yes
113	the rust	113 - 19	кьваНй	145	Tlibisho4	NA	19	NA	NA	NA	NA	yes
113	the rust	113 - 19	кьваНй	146	D_Bagvalal	NA	19	NA	NA	NA	NA	yes
114	the sand	114 - 2	kviša	96	Meshabash1	NA	2	NA	NA	NA	NA	NA
114	the sand	114 - 2	kviša	103	Qax4	NA	2	NA	NA	NA	NA	NA
114	the sand	114 - 2	kviša	148	E_Georgian	NA	2	NA	NA	NA	NA	NA
114	the sand	114 - 4	miso	8	Bezhta1	NA	4	NA	NA	NA	NA	yes
114	the sand	114 - 4	miso	141	D_Bezhta2	NA	4	NA	NA	NA	NA	yes
114	the sand	114 - 5	къум	10	D_Agul	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	13	E_Azerbaijani	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къун	21	D_Lezgian	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	23	D_Rutul	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	гъум	24	D_Tabasaran	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	26	Darvag1	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	27	Darvag2	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	28	Darvag3	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	29	Darvag4	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	29	Darvag4	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	31	Darvag5	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	32	Darvag6	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	48	Ikhrek1	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	49	Ikhrek2	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	50	Ikhrek3	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	51	Ikhrek4	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	52	Ilisu1	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къун	69	Khlyut4	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	101	Qax2	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	102	Qax3	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	106	Qax7	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	108	Qax9	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	133	Yersi1	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	134	Yersi2	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	qum	135	Yersi3	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	г1ум	151	E_Chechen	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	хум	152	E_Kumyk	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къун	165	Fiy1	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къун	166	Fiy2	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къун	167	Gdym1	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къун	168	Gdym2	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	169	Khnov1	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	170	Khnov2	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	171	Khnov3	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	172	Kina4	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	173	Kina5	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	174	Kina3a	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	175	Kina2a	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 5	къум	176	Kina1a	NA	5	NA	NA	NA	NA	NA
114	the sand	114 - 6	"رَمْل
"	149	E_Arabic	ram̊l	6	NA	NA	NA	NA	NA
114	the sand	114 - 7	rig	153	E_Persian	NA	7	NA	NA	NA	NA	NA
114	the sand	114 - 8	sarsi	140	D_Archi	NA	8	NA	NA	NA	NA	NA
114	the sand	114 - 9	šen	153	E_Persian	NA	9	NA	NA	NA	NA	NA
114	the sand	114 - 10	ГИБУ	25	D_Tsez	NA	10	NA	NA	NA	NA	NA
114	the sand	114 - 11	къайыр	152	E_Kumyk	NA	11	NA	NA	NA	NA	NA
114	the sand	114 - 12	мессе	18	D_Hinuq	NA	12	NA	NA	NA	NA	yes
114	the sand	114 - 13	песок	22	E_Russian	NA	13	NA	NA	NA	NA	NA
114	the sand	114 - 14	сали	150	E_Avar	NA	14	NA	NA	NA	NA	NA
114	the sand	114 - 15	сецI	23	D_Rutul	NA	15	NA	NA	NA	NA	NA
114	the sand	114 - 15	сецI	81	Kiche1	NA	15	NA	NA	NA	NA	NA
114	the sand	114 - 15	сецI	82	Kiche2	NA	15	NA	NA	NA	NA	NA
114	the sand	114 - 15	сецI	112	Rutul1	NA	15	NA	NA	NA	NA	NA
114	the sand	114 - 15	сецI	174	Kina3a	NA	15	NA	NA	NA	NA	NA
114	the sand	114 - 17	сира	9	D_Botlikh	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сур	16	D_Gagatli	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	соро	19	D_Karata	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	соро	53	Karata1	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	соро	55	Karata3	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	соро	56	Karata4	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сур	137	Zilo1	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сур	138	Zilo2	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	соро	155	Anchikh2	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сур	156	Kvankhidatli1	отмечено как confirmed но я не слышу на записи	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сур	111	Rikvani1	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сел / селв	142	Tlibisho1	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сел / селв	144	Tlibisho3	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сел / селв	145	Tlibisho4	NA	17	NA	NA	NA	NA	yes
114	the sand	114 - 17	сел / селв	146	D_Bagvalal	NA	17	NA	NA	NA	NA	yes
115	the saw	115 - 1	mişar	13	E_Azerbaijani	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	21	D_Lezgian	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	меншер	23	D_Rutul	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	26	Darvag1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	27	Darvag2	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	28	Darvag3	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	29	Darvag4	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	31	Darvag5	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	32	Darvag6	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	52	Ilisu1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	66	Khlyut1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	67	Khlyut2	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	69	Khlyut4	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	70	Khlyut5	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	меншер	81	Kiche1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	меншер	82	Kiche2	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	101	Qax2	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	102	Qax3	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	106	Qax7	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	108	Qax9	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	меншер	112	Rutul1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	133	Yersi1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	134	Yersi2	both two- and one-hand saw	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	mişar	135	Yersi3	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	مِنْشَار	149	E_Arabic	min̊sẖār	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	165	Fiy1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	166	Fiy2	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	167	Gdym1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	мишер	168	Gdym2	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	меншер	169	Khnov1	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	меншер	170	Khnov2	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 1	меншер	174	Kina3a	NA	1	NA	NA	NA	NA	NA
115	the saw	115 - 2	arre	153	E_Persian	NA	2	NA	NA	NA	NA	NA
115	the saw	115 - 4	бычгъы	152	E_Kumyk	NA	4	NA	NA	NA	NA	NA
115	the saw	115 - 5	ххердоб	19	D_Karata	NA	5	NA	NA	NA	NA	yes
115	the saw	115 - 5	ххердоб	53	Karata1	NA	5	NA	NA	NA	NA	yes
115	the saw	115 - 5	ххердоб	55	Karata3	NA	5	NA	NA	NA	NA	yes
115	the saw	115 - 5	ххердоб	56	Karata4	NA	5	NA	NA	NA	NA	yes
115	the saw	115 - 5	gardabil	140	D_Archi	NA	5	NA	NA	NA	NA	NA
115	the saw	115 - 6	xoyɣo	141	D_Bezhta2	NA	6	NA	NA	NA	NA	yes
115	the saw	115 - 7	χerχi	148	E_Georgian	NA	7	NA	NA	NA	NA	NA
